REG ID,ID,BDATE,DATA TYPE,BREED,gINB,gEFI,Test Type,CDCB,SIRE REG,SIRE NAAB,SIRE NAME,DAM REG,DAM ID,MGS REG,MGS NAAB,MGS Name,RPRO,Age In Months,LACT,DIM,AY BBR,BS BBR,GU BBR,HO BBR,JE BBR,Dead/Sold,NET MERIT,TPI,CHEESE MERIT,FLUID MERIT,GRAZING MERIT,MILK,JPI,FAT,PROTEIN,FAT PERCENT,PROTEIN PERCENT,PRODUCTIVE LIFE,EFH REL,EFC REL,FEED EFFICIENCY,RFI,DAUGHTER PREGNANCY RATE,HEIFER CONCEPTION RATE,COW CONCEPTION RATE,FERTILITY INDEX,DAUGHTER CALVING EASE,SIRE CALVING EASE,DAUGHTER STILLBIRTH,SIRE STILLBIRTH,HEALTH INDEX,HEIFER LIVABILITY,LIVABILITY,EARLY FIRST CALVING,SOMATIC CELL SCORE,MASTITITS,METRITIS,DISPLACED ABOMASUM,MILK FEVER,RETAINED PLACENTA,KETOSIS,BDE,DFM,FLS,FTA,FTP,FUA,PTAT,RLR,RLS,RPA,RTP,RUH,RUW,STA,STR,TLG,TRW,UCL,UDP,UDC,FLC,JUI,AH1_GV,AH2_GV,Arachnomelia BS_GV,Arachnomelia SM_GV,BCN AB_GV,BCN A2_GV,BH2_GV,BLAD_GV,BLG BetaLacto Globulin_GV,Brachyspina_GV,Citrullinemia_GV,CVM_GV,JH1_GV,DGAT_GV,Dominant Red_GV,DUMPS_GV,Factor XI_GV,FMO3_GV,HCD_GV,HH1_GV,HH3_GV,GART/HH4_GV,HH5 *_GV,SDE2/HH6_GV,KCN AB_GV,KCN AE_GV,KCN Haplotype_GV,MW_GV,Red Factor_GV,SDM_GV,Slick_GV,SMA_GV,Weaver_GV,AH1,AH2,AHC,BH1,BH2,BHD,BHM,BHP,BHW,HBR,HCD,HDR,HH0,HH1,HH2,HH3,HH4,HH5,HH6,HHB,HHC,HHD,HHM,HHP,HHR,HMW,HRR,JH1,JH1_PC,JH2,JH2_PC,JHP,JHP_PC,JNS,JNS_PC,ECOFEED LIFE,RCI,DOI,ECOFEED HEIFER,MILKING SPEED,OOC,ECOFEED COW,EMS,VEI,ECO2FEED,BT,VEA,Eco$
1386,1386,2024-05-22,Pedigree,HO,10.98,,CDCB,,HO840003209481391,007HO15937,Sandy-Valley Esquire-ET,,982.0,,,,,18,0,,,,,,,N,468,2944,479,444,443,1018,2944,32,36,-0.03,0.01,3.32,,,126,-6.39,-0.09,-0.09,1.03,0.34,1.81,1.81,3.91,4.91,,0.34,0.3,-0.43,2.84,1.0,0.55,0.02,-0.05,-0.14,0.41,0.13,0.77,0.56,0.24,0.26,0.45,0.79,0.61,-0.04,0.01,0.41,0.49,0.77,0.41,0.1,0.06,0.17,0.52,0.43,0.45,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,3.6,3.7,71,5.4,11.9,71,3.3,2.9,,5.5,3.3,382
1387,1387,2024-05-22,Pedigree,HO,10.98,,CDCB,,,,,,1078.0,HOBRA000000148728,009HO04006,Olimpico,,18,0,,,,,,,N,240,2658,252,213,239,125,2658,17,11,0.04,0.03,1.75,,,59,0.91,0.36,0.87,0.9,0.71,2.19,1.84,5.07,5.26,,0.3,0.18,1.1,2.92,0.93,0.28,0.13,-0.03,0.02,0.12,-0.54,-0.36,-0.15,-0.2,-0.09,0.2,-0.05,-0.28,-0.01,-0.24,-0.22,0.04,-0.13,-0.55,-0.45,-0.19,-0.25,-0.31,0.23,0.13,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,4.4,4.4,84,6.8,14.6,85,4.1,3.4,,6.7,4.0,450
1388,1388,2024-05-22,Pedigree,HO,10.93,,CDCB,,HO840003205436541,734HO00118,Peak Main Stage-ET,,1150.0,HO840003212150520,001HO15697,Rollout,,18,0,,,,,,,N,480,2857,480,485,451,1320,2857,34,37,-0.07,-0.02,1.89,,,151,-103.95,-1.7,0.81,-1.11,-0.66,1.63,1.35,3.68,3.85,,0.29,0.15,3.63,2.92,-0.15,1.25,-0.07,-0.1,0.26,0.78,-0.17,0.81,-0.47,-0.01,0.94,0.37,0.27,-0.72,-0.6,0.39,0.97,0.64,0.91,0.14,-0.36,-0.57,0.36,0.57,0.21,0.53,-0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2.8,3.0,58,3.9,9.4,58,2.4,2.4,,4.5,2.7,324
1389,1389,2024-05-27,Pedigree,HO,10.98,,CDCB,,,,,,102.0,,,,,18,0,,,,,,,N,380,2764,393,352,366,425,2764,36,20,0.07,0.03,1.84,,,110,-0.79,-0.28,0.43,0.26,0.18,2.12,2.02,4.82,5.71,,0.27,0.51,1.43,2.93,0.81,0.5,0.04,0.0,0.03,0.22,-0.28,0.11,-0.12,-0.25,-0.01,-0.08,-0.04,-0.28,0.23,0.07,0.01,-0.04,0.05,-0.21,-0.3,-0.14,0.05,-0.1,-0.13,-0.04,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,5.2,5.2,99,8.2,17.5,99,5.0,4.0,,7.9,4.7,558
1390,1390,2024-05-27,Pedigree,HO,10.98,,CDCB,,,,,,102.0,,,,,18,0,,,,,,,N,380,2764,393,352,366,425,2764,36,20,0.07,0.03,1.84,,,110,-0.79,-0.28,0.43,0.26,0.18,2.12,2.02,4.82,5.71,,0.27,0.51,1.43,2.93,0.81,0.5,0.04,0.0,0.03,0.22,-0.28,0.11,-0.12,-0.25,-0.01,-0.08,-0.04,-0.28,0.23,0.07,0.01,-0.04,0.05,-0.21,-0.3,-0.14,0.05,-0.1,-0.13,-0.04,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,5.2,5.2,99,8.2,17.5,99,5.0,4.0,,7.9,4.7,558
1391,1391,2024-05-27,Pedigree,HO,10.98,,CDCB,,HO840003209481391,007HO15937,Sandy-Valley Esquire-ET,,950.0,,,,,18,0,,,,,,,N,468,2944,479,444,443,1018,2944,32,36,-0.03,0.01,3.32,,,126,-6.39,-0.09,-0.09,1.03,0.34,1.81,1.81,3.91,4.91,,0.34,0.3,-0.43,2.84,1.0,0.55,0.02,-0.05,-0.14,0.41,0.13,0.77,0.56,0.24,0.26,0.45,0.79,0.61,-0.04,0.01,0.41,0.49,0.77,0.41,0.1,0.06,0.17,0.52,0.43,0.45,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,3.6,3.7,71,5.4,11.9,71,3.3,2.9,,5.5,3.3,382
1392,1392,2024-05-27,Pedigree,HO,10.4,,CDCB,,HO840003209481391,007HO15937,Sandy-Valley Esquire-ET,,995.0,HOUSA000071703339,007HO12165,Montross,,18,0,,,,,,,N,379,2859,381,375,352,1245,2859,22,38,-0.1,-0.01,2.66,,,112,-19.2,-0.49,-0.87,0.32,-0.23,1.73,1.66,3.98,4.33,,0.39,-0.2,-0.94,2.94,-0.5,0.38,-0.19,-0.03,-0.09,0.28,0.28,0.96,0.47,0.3,0.19,0.42,0.8,0.51,-0.69,0.25,0.33,0.85,1.23,0.22,0.29,0.05,-0.05,0.52,0.06,0.6,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2.7,3.0,58,3.9,9.5,57,2.4,2.4,,4.3,2.6,313
1393,1393,2024-05-29,Pedigree,HO,5.49,,CDCB,,HO840003227859419,001HO16361,Pen-Col TRoubadour-ET,,10008.0,HO840003206205300,009HO15039,Thanos,,18,0,,,,,,,N,448,2227,460,421,439,454,2227,36,19,0.06,0.02,2.66,,,120,-41.7,-0.02,1.51,0.77,0.65,1.73,1.1,3.21,3.38,,0.82,0.73,1.71,2.04,2.0,0.57,-0.04,0.1,0.16,0.06,-0.56,0.18,-0.23,-0.26,0.01,0.3,0.1,-0.49,-0.14,-0.11,-0.08,0.36,0.44,-0.6,-0.6,-0.59,0.1,-0.28,-0.11,0.28,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2.3,2.4,47,3.4,7.5,47,2.1,1.9,,3.6,2.2,269
1394,1394,2024-05-29,Pedigree,HO,10.98,,CDCB,,HO840003219939682,001HO15839,Peak Lincoln-ET,,10064.0,,,,,18,0,,,,,,,N,424,2792,434,402,421,560,2792,33,21,0.04,0.01,2.32,,,109,44.1,0.31,1.72,1.33,1.24,1.76,1.61,3.91,4.41,,0.28,1.35,4.07,2.85,1.46,0.6,0.02,0.0,-0.04,0.01,-0.78,-0.17,-0.48,-0.39,-0.56,-0.26,-0.43,-0.72,-0.17,0.6,-0.59,-0.47,-0.41,-0.45,-0.78,0.32,-0.42,-0.69,-0.14,-0.35,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,3.5,3.8,72,5.3,12.2,72,3.3,2.9,,5.8,3.4,418
1395,1395,2024-06-03,Pedigree,HO,8.0,,CDCB,,HO840003219939682,001HO15839,Peak Lincoln-ET,,1083.0,HOCAN000103974928,250HO00897,Zerox,,17,0,,,,,,,N,102,2495,103,102,107,98,2495,6,1,0.01,-0.01,0.61,,,17,53.3,0.26,1.21,0.77,0.8,1.83,1.63,4.16,4.0,,0.42,0.35,2.51,2.83,1.0,-0.05,-0.27,-0.03,-0.12,-0.45,-0.64,-0.22,-0.27,-0.28,-0.5,-0.31,-0.56,-0.46,-0.36,0.81,-0.57,-0.84,-0.79,0.01,-0.65,0.51,-0.39,-0.64,0.14,-0.58,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2.6,2.8,56,3.8,9.0,55,2.4,2.3,,4.3,2.6,291
1396,1396,2024-06-05,Pedigree,HO,10.98,,CDCB,,HO840003227859419,001HO16361,Pen-Col TRoubadour-ET,,9050.0,,,,,17,0,,,,,,,N,543,2918,559,509,530,561,2918,45,24,0.08,0.03,3.12,,,148,-41.9,-0.09,1.61,0.83,0.69,2.26,1.61,4.41,4.8,,0.89,0.85,2.06,2.77,2.21,0.7,-0.03,0.1,0.17,0.11,-0.63,0.2,-0.26,-0.33,0.01,0.28,0.09,-0.56,-0.09,-0.1,-0.07,0.35,0.45,-0.65,-0.68,-0.63,0.12,-0.3,-0.14,0.28,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,3.6,3.7,72,5.4,11.9,72,3.3,2.9,,5.6,3.4,409
14004,14004,2025-01-15,Pedigree,HO,11.5,,CDCB,,,,,,426.0,,,,,10,0,,,,,,,N,484,2865,499,448,467,514,2865,47,25,0.1,0.03,2.34,,,140,-7.01,-0.3,0.59,0.41,0.29,2.11,2.0,4.7,5.69,,0.33,0.72,1.81,2.91,1.04,0.64,0.09,0.0,0.05,0.28,-0.28,0.22,-0.09,-0.22,0.01,0.02,0.04,-0.27,0.23,0.06,0.01,0.1,0.24,-0.23,-0.29,-0.18,0.09,-0.15,-0.14,0.05,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,5.4,5.4,99,8.6,18.1,100,5.2,4.1,,8.0,4.8,686
1401,1401,2024-06-28,Pedigree,HO,9.58,,CDCB,,HO840003215425343,001HO15561,Peak Takeover-ET,,1159.0,HO840003150919056,734HO00122,Network-Red,,17,0,,,,,,,N,528,2937,546,492,512,722,2937,47,30,0.07,0.03,3.08,,,148,-8.45,0.13,0.41,0.86,0.77,1.55,1.41,4.11,3.98,,-0.16,0.13,3.43,2.74,1.53,1.85,0.21,-0.07,0.43,0.38,-0.34,0.08,-0.37,0.03,0.21,0.2,0.01,-0.57,-0.13,0.45,0.18,0.05,0.0,-0.1,-0.33,-0.26,-0.1,-0.06,0.08,0.06,-0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,2.8,3.0,57,4.0,9.8,56,2.4,2.4,,4.3,2.7,282
1402,1402,2024-07-03,Pedigree,HO,9.66,,CDCB,,HO840003238168541,007HO16281,Ocd Expectant Final-ET,,894.0,HOUSA000071703339,007HO12165,Montross,,16,0,,,,,,,N,375,2777,371,384,373,769,2777,28,20,-0.01,-0.02,2.11,,,101,-15.7,0.3,1.43,1.11,0.92,1.88,1.6,4.43,4.18,,0.79,1.35,1.76,3.02,0.05,0.33,-0.14,0.03,0.01,-0.27,-0.55,0.23,-0.54,-0.32,0.08,0.46,0.0,-0.63,-1.03,-0.14,0.09,0.75,0.5,-0.39,-0.36,-0.4,-0.28,0.18,0.18,0.52,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2.8,3.0,60,4.0,9.3,59,2.5,2.4,,4.5,2.7,375
1403,1403,2024-07-03,Pedigree,HO,9.93,,CDCB,,HO840003215425343,001HO15561,Peak Takeover-ET,,1164.0,HO840003201522527,029HO19809,Decatur,,16,0,,,,,,,N,590,2948,611,546,573,725,2948,49,32,0.07,0.03,3.63,,,159,19.8,0.13,1.36,1.42,1.07,1.55,1.28,3.85,3.88,,-0.01,1.13,3.28,2.75,1.95,1.18,0.26,-0.05,0.18,0.3,-0.69,-0.1,-0.81,-0.1,0.08,-0.07,-0.51,-0.91,-0.61,0.43,0.07,-0.49,-0.28,-0.59,-0.63,-0.47,-0.26,-0.38,-0.15,-0.17,-0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2.8,3.0,58,4.0,9.3,58,2.4,2.4,,4.4,2.7,321
1404,1404,2024-07-04,Pedigree,HO,10.86,,CDCB,,HO840003215425343,001HO15561,Peak Takeover-ET,,1143.0,HO840003205436541,734HO00118,Main Stage,,16,0,,,,,,,N,592,2966,610,554,576,1017,2966,47,39,0.02,0.02,2.94,,,175,-52.45,-0.57,0.88,0.49,0.49,1.41,1.28,3.96,3.8,,-0.18,0.05,4.46,2.72,1.4,1.77,-0.04,-0.07,0.46,0.38,-0.37,0.55,-0.69,-0.11,0.61,0.12,-0.13,-1.07,-0.38,0.49,0.57,-0.06,0.19,-0.12,-0.55,-0.66,0.06,0.09,0.07,0.09,-0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,2.8,3.0,58,3.9,9.5,57,2.4,2.4,,4.3,2.7,301
1405,1405,2024-07-06,Pedigree,HO,11.46,,CDCB,,HO840003215425343,001HO15561,Peak Takeover-ET,,1158.0,HO840003212150520,001HO15697,Rollout,,16,0,,,,,,,N,587,2973,607,547,573,810,2973,49,33,0.06,0.03,3.23,,,166,-29.45,-0.24,1.06,0.89,0.69,1.53,1.3,4.03,3.9,,-0.11,0.3,3.38,2.7,1.65,1.7,0.18,-0.1,0.26,0.43,-0.8,-0.1,-0.52,0.13,0.09,0.31,-0.2,-0.7,-0.87,0.5,-0.02,0.19,0.01,-0.37,-0.7,-0.64,-0.23,-0.22,0.38,0.22,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2.7,3.0,58,3.9,9.4,57,2.4,2.4,,4.4,2.7,313
1406,1406,2024-07-06,Pedigree,HO,10.98,,CDCB,,,,,,958.0,,,,,16,0,,,,,,,N,380,2764,393,352,366,425,2764,36,20,0.07,0.03,1.84,,,110,-0.79,-0.28,0.43,0.26,0.18,2.12,2.02,4.82,5.71,,0.27,0.51,1.43,2.93,0.81,0.5,0.04,0.0,0.03,0.22,-0.28,0.11,-0.12,-0.25,-0.01,-0.08,-0.04,-0.28,0.23,0.07,0.01,-0.04,0.05,-0.21,-0.3,-0.14,0.05,-0.1,-0.13,-0.04,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,5.2,5.2,99,8.2,17.5,99,5.0,4.0,,7.9,4.7,558
1407,1407,2024-07-08,Pedigree,HO,10.98,,CDCB,,HO840003238168541,007HO16281,Ocd Expectant Final-ET,,993.0,,,,,16,0,,,,,,,N,464,2861,469,453,464,541,2861,38,18,0.06,0.01,2.77,,,115,-2.9,0.71,2.21,1.83,1.49,1.96,1.76,4.36,4.75,,0.73,1.85,2.27,2.92,1.55,0.5,0.07,0.0,-0.04,-0.14,-0.7,0.04,-0.46,-0.37,0.15,0.48,-0.01,-0.53,-0.39,-0.39,0.17,0.39,0.04,-0.2,-0.56,-0.39,-0.07,0.18,0.55,0.38,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,3.6,3.7,73,5.5,11.7,73,3.3,2.9,,5.7,3.4,444
1408,1408,2024-07-08,Pedigree,HO,10.97,,CDCB,,HO840003238168541,007HO16281,Ocd Expectant Final-ET,,1013.0,HO840003146196260,001HO13946,Jiffy,,16,0,,,,,,,N,469,2850,470,469,463,720,2850,34,20,0.02,-0.01,3.11,,,116,-46.95,0.48,2.43,1.72,1.4,1.73,1.63,4.21,4.3,,0.57,1.95,2.46,2.92,1.48,0.35,0.01,0.0,-0.12,-0.2,-0.73,0.01,-0.57,-0.44,0.07,0.32,-0.04,-0.71,-0.28,-0.24,0.16,0.33,0.14,-0.2,-0.53,-0.6,-0.08,0.24,0.45,0.32,-0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,2.8,3.0,60,3.9,9.3,61,2.5,2.4,,4.7,2.8,406
1409,1409,2024-07-17,Pedigree,HO,10.64,,CDCB,,HO840003238168541,007HO16281,Ocd Expectant Final-ET,,1007.0,HOCAN000011758737,001HO11318,Casanova,,16,0,,,,,,,N,315,2719,311,324,310,486,2719,22,11,0.01,-0.02,2.19,,,67,16.3,0.68,0.78,1.49,1.17,1.71,1.58,4.3,4.28,,0.79,2.23,1.93,2.96,0.95,0.57,0.11,0.0,0.16,-0.29,-0.69,0.0,-0.48,-0.27,0.18,0.19,-0.04,-0.62,-0.5,-0.01,0.49,0.35,0.03,0.15,-0.48,-0.14,-0.03,0.59,0.67,0.3,-0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,2.7,2.9,59,3.9,9.1,59,2.5,2.3,,4.6,2.8,355
1410,1410,2024-07-19,Pedigree,HO,10.98,,CDCB,,HO840003238168541,007HO16281,Ocd Expectant Final-ET,,10.0,,,,,16,0,,,,,,,N,464,2861,469,453,464,541,2861,38,18,0.06,0.01,2.77,,,115,-2.9,0.71,2.21,1.83,1.49,1.96,1.76,4.36,4.75,,0.73,1.85,2.27,2.92,1.55,0.5,0.07,0.0,-0.04,-0.14,-0.7,0.04,-0.46,-0.37,0.15,0.48,-0.01,-0.53,-0.39,-0.39,0.17,0.39,0.04,-0.2,-0.56,-0.39,-0.07,0.18,0.55,0.38,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,3.6,3.7,73,5.5,11.7,73,3.3,2.9,,5.7,3.4,444
1411,1411,2024-07-26,Pedigree,HO,10.98,,CDCB,,,,,,1124.0,HO840003201522527,029HO19809,Decatur,,16,0,,,,,,,N,413,2775,423,390,392,501,2775,37,21,0.06,0.02,2.46,,,110,29.41,-0.16,0.97,0.59,0.41,2.06,1.79,4.32,5.13,,0.43,1.38,1.35,2.96,0.96,0.17,0.23,0.0,-0.1,0.32,-0.42,-0.08,-0.41,-0.24,-0.05,-0.18,-0.3,-0.38,-0.12,0.12,0.03,-0.33,-0.07,-0.48,-0.35,-0.1,-0.07,-0.25,-0.33,-0.15,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,4.4,4.4,86,6.9,14.6,86,4.2,3.5,,6.8,4.1,496
1412,1412,2024-08-03,Pedigree,HO,9.45,,CDCB,,HO840003223871570,014HO15779,S-S-I Moonshiner Gibson-ET,,32.0,HO840003134408368,029HO18557,POtosi,,15,0,,,,,,,N,273,2735,282,254,257,427,2735,4,16,-0.05,0.01,3.36,,,45,15.05,0.68,0.58,1.19,1.09,1.91,1.48,4.13,4.48,,0.27,0.3,2.83,2.83,1.05,1.0,0.26,0.03,0.51,1.05,-1.13,-1.01,0.19,0.13,0.47,0.62,0.06,-0.01,-0.03,0.01,0.89,0.22,-0.07,-0.94,-0.73,-0.75,-0.68,0.67,0.84,0.63,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2.8,2.9,58,4.0,9.2,57,2.5,2.3,,4.4,2.7,301
1413,1413,2024-08-06,Pedigree,HO,10.98,,CDCB,,,,,,1157.0,HO840003212150520,001HO15697,Rollout,,15,0,,,,,,,N,411,2800,420,392,392,585,2800,37,22,0.05,0.01,2.06,,,117,-19.84,-0.54,0.67,0.07,0.04,2.04,1.81,4.49,5.16,,0.33,0.56,1.45,2.91,0.66,0.7,0.15,-0.05,-0.03,0.44,-0.53,-0.09,-0.12,-0.01,-0.04,0.2,0.02,-0.18,-0.38,0.18,-0.06,0.35,0.22,-0.26,-0.42,-0.27,-0.04,-0.08,0.19,0.23,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,4.4,4.5,85,6.8,14.7,85,4.1,3.5,,6.8,4.1,488
1415,1415,2024-08-11,Pedigree,HO,10.98,,CDCB,,HO840003223871570,014HO15779,S-S-I Moonshiner Gibson-ET,,9866.0,,,,,15,0,,,,,,,N,330,2772,345,297,320,261,2772,15,16,0.01,0.03,3.02,,,72,5.11,0.26,1.01,0.93,0.84,1.96,1.66,4.26,5.0,,0.39,0.01,2.52,2.85,1.1,1.15,0.42,0.0,0.47,0.96,-0.95,-0.28,0.41,0.12,0.39,0.42,0.23,0.12,0.47,-0.33,0.84,0.35,0.01,-0.67,-0.89,-0.38,-0.34,0.65,0.72,0.56,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,3.6,3.7,73,5.5,11.9,72,3.3,2.9,,5.6,3.4,406
1416,1416,2024-08-11,Pedigree,HO,10.98,,CDCB,,HO840003238168541,007HO16281,Ocd Expectant Final-ET,,865.0,,,,,15,0,,,,,,,N,464,2861,469,453,464,541,2861,38,18,0.06,0.01,2.77,,,115,-2.9,0.71,2.21,1.83,1.49,1.96,1.76,4.36,4.75,,0.73,1.85,2.27,2.92,1.55,0.5,0.07,0.0,-0.04,-0.14,-0.7,0.04,-0.46,-0.37,0.15,0.48,-0.01,-0.53,-0.39,-0.39,0.17,0.39,0.04,-0.2,-0.56,-0.39,-0.07,0.18,0.55,0.38,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,3.6,3.7,73,5.5,11.7,73,3.3,2.9,,5.7,3.4,444
1417,1417,2024-08-16,Pedigree,HO,10.98,,CDCB,,,,,,204.0,,,,,15,0,,,,,,,N,380,2764,393,352,366,425,2764,36,20,0.07,0.03,1.84,,,110,-0.79,-0.28,0.43,0.26,0.18,2.12,2.02,4.82,5.71,,0.27,0.51,1.43,2.93,0.81,0.5,0.04,0.0,0.03,0.22,-0.28,0.11,-0.12,-0.25,-0.01,-0.08,-0.04,-0.28,0.23,0.07,0.01,-0.04,0.05,-0.21,-0.3,-0.14,0.05,-0.1,-0.13,-0.04,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,5.2,5.2,99,8.2,17.5,99,5.0,4.0,,7.9,4.7,558
1418,1418,2024-08-16,Pedigree,HO,10.98,,CDCB,,,,,,1163.0,HO840003199701925,200HO11751,Ferraro,,15,0,,,,,,,N,347,2807,360,317,332,513,2807,39,23,0.07,0.03,1.33,,,108,32.41,-0.31,-0.08,0.02,-0.01,2.04,1.97,4.71,5.41,,0.13,-0.14,1.15,2.9,0.61,0.8,0.06,0.0,0.05,0.27,0.0,0.4,-0.1,-0.08,-0.06,0.52,0.44,-0.35,0.29,0.38,0.15,0.78,0.57,0.4,-0.05,0.24,0.54,0.21,0.33,0.39,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,4.4,4.5,85,6.9,14.9,86,4.1,3.5,,6.7,4.1,471
1419,1419,2024-08-21,Pedigree,HO,10.98,,CDCB,,HO840003238168541,007HO16281,Ocd Expectant Final-ET,,156.0,,,,,15,0,,,,,,,N,464,2861,469,453,464,541,2861,38,18,0.06,0.01,2.77,,,115,-2.9,0.71,2.21,1.83,1.49,1.96,1.76,4.36,4.75,,0.73,1.85,2.27,2.92,1.55,0.5,0.07,0.0,-0.04,-0.14,-0.7,0.04,-0.46,-0.37,0.15,0.48,-0.01,-0.53,-0.39,-0.39,0.17,0.39,0.04,-0.2,-0.56,-0.39,-0.07,0.18,0.55,0.38,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,3.6,3.7,73,5.5,11.7,73,3.3,2.9,,5.7,3.4,444
1420,1420,2024-08-28,Pedigree,HO,10.98,,CDCB,,HO840003227859419,001HO16361,Pen-Col TRoubadour-ET,,1012.0,,,,,15,0,,,,,,,N,543,2918,559,509,530,561,2918,45,24,0.08,0.03,3.12,,,148,-41.9,-0.09,1.61,0.83,0.69,2.26,1.61,4.41,4.8,,0.89,0.85,2.06,2.77,2.21,0.7,-0.03,0.1,0.17,0.11,-0.63,0.2,-0.26,-0.33,0.01,0.28,0.09,-0.56,-0.09,-0.1,-0.07,0.35,0.45,-0.65,-0.68,-0.63,0.12,-0.3,-0.14,0.28,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,3.6,3.7,72,5.4,11.9,72,3.3,2.9,,5.6,3.4,409
